Id	Name	Icon	AttrTypes[1]	AttrTypes[2]	AttrTypes[3]	AttrTypes[4]	AttrNums[1]	AttrNums[2]	AttrNums[3]	AttrNums[4]	BuildTags[1]	BuildTags[2]	Quality	BuyPrice	Priority	Desc	ShortDesc	BuffIds[1]	DescParams[1]	DescParams[2]	DescParams[3]	DescParams[4]	SaveScore	LimitCount	KeyWordIds[1]	KeyWordIds[2]	Character	PlotDesc	IsHide	IsOutPool	IsOutWiki
1025407	Madness Bindings	Assets/Product/Texture/Image/IconTools/UiLivWarmItem03.png	1	2			5	100			18	24	4	50	4	Absorbs {0} <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> from the enemy when <color=#516797><Icon=IconBlock|30|30|0.5/>Blocking</color> skills. <color=#E7D09A>Unique</color>.	Absorbs 5 <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color> from the enemy when <color=#516797><Icon=IconBlockBlack|30|30|0.5/>Blocking</color> skills.	1025407	5				1500	1	26		2		0	0	0
1025409	Iron Omen	Assets/Product/Texture/Image/IconTools/UiLivWarmItem06.png	1	2			5	100			19		4	50	4	When using a [Trigger Skill], gains {0} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color>. <color=#E7D09A>Unique</color>.	When using a [Trigger Skill], gains <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color>.	1025409	10				1500	1	26		2		0	0	0
1025411	Forbidden Origin	Assets/Product/Texture/Image/IconTools/UiLottoCardEv300.png	1	2			5	100			19		4	50	4	When using skills while <color=#9F3232><Icon=IconAngry|30|30|0.5/>Berserk</color> is active, gains {0} additional <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color>. <color=#E7D09A>Unique</color>.	When using skills while <color=#9F3232><Icon=IconAngryBlack|30|30|0.5/>Berserk</color> is active, gains <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>.	1025411	3				1500	1	26		2		0	0	0
1025413	Chaos Constellation	Assets/Product/Texture/Image/IconTools/UiLottoCardEv400.png	1	2			5	100			19		4	50	4	When gaining <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color>, <color=#9B8015><Icon=IconAttackBlack|30|30|0.5/>Attack</color> increases by {0}. <color=#E7D09A>Unique</color>.	When gaining <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color>, increases <color=#9B8015><Icon=IconAttackBlack|30|30|0.5/>Attack</color>.	1025413	2				1500	1	26		2		0	0	0
1025501	Crimson Teardrop	Assets/Product/Texture/Image/IconTools/UiNonogramItem06.png	1	2			5	100			18		4	50	4	Each time <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> is depleted, gains {0} stack(s) of <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color>. This can trigger at most {1} time(s) per battle. <color=#E7D09A>Unique Effect</color>.	Each time <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color> reaches zero, gain <color=#516797><<Icon=IconBlockBlack|30|30|0.5/>Block></color>.	1025501	1	3			1500	1	26		4		0	0	0
1025503	Crimson Depths	Assets/Product/Texture/Image/IconTools/UiNonogramItem09.png	1	2			5	100			18		4	50	4	Using a [Trigger Skill] while holding <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color> increases your <color=#B96716><Icon=IconWrestle|30|30|0.5/>Initiative</color> by {0}. <color=#E7D09A>Unique Effect</color>.	Using a [Trigger Skill] while holding <color=#516797><<Icon=IconBlockBlack|30|30|0.5/>Block></color> increases your <color=#B96716><Icon=IconWrestleBlack|30|30|0.5/>Initiative</color>.	1025503	5				1500	1	26		4		0	0	0
1025505	Crimson Gaze	Assets/Product/Texture/Image/IconTools/UiNonogramItem12.png	1	2			5	100			27		4	50	4	Upon entering battle, gains a <color=#137D90><Icon=IconProtector|30|30|0.5/>Shield<color=#487F3B><Icon=IconLife|30|30|0.5/> equal to {0} of </color>HP</color>. <color=#E7D09A>Unique Effect</color>.	Upon entering battle, gains a <color=#137D90><Icon=IconProtectorBlack|30|30|0.5/>Shield</color> based on <color=#487F3B><Icon=IconLifeBlack|30|30|0.5/>HP</color>.	1025505	5%				1500	1	26		4		0	0	0
1025507	Gilded Hollow	Assets/Product/Texture/Image/IconTools/UiScoreTowerIcon01.png	1	2			5	100			27		4	50	4	When a <color=#137D90><Icon=IconProtector|30|30|0.5/>Shield</color> is active, DMG dealt is increased by {0}. <color=#E7D09A>Unique Effect</color>.	While holding a <color=#137D90><Icon=IconProtectorBlack|30|30|0.5/>Shield</color>, DMG dealt is increased.	1025507	10%				1500	1	26		4		0	0	0
1025509	Ruinheart	Assets/Product/Texture/Image/IconTools/UiTheatre4Item32.png	1	2			5	100			28		4	50	4	Each time <color=#CB4B12><Icon=IconSun|30|30|0.5/>Dawnlight</color> is full, restores {0} <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color>. <color=#E7D09A>Unique Effect</color>.	Each time <color=#CB4B12><Icon=IconSunBlack|30|30|0.5/>Dawnlight</color> is full, restores <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>.	1025509	10				1500	1	26	29	4		0	0	0
1025511	Far Reaches	Assets/Product/Texture/Image/IconTools/UiTheatre4Item42.png	1	2			5	100			28		4	50	4	The first use of a [Trigger Skill] grants an extra {0} <color=#CB4B12><Icon=IconSun|30|30|0.5/>Dawnlight</color>. <color=#E7D09A>Unique Effect</color>.	The first use of a [Trigger Skill] grants extra <color=#CB4B12><Icon=IconSunBlack|30|30|0.5/>Dawnlight</color>.	1025511	20				1500	1	26	29	4		0	0	0
1025513	Emblem of Fallen Stars	Assets/Product/Texture/Image/IconTools/UiTheatre4Item43.png	1	2			5	100			27		4	50	4	When using an [Active Skill], gains {1} <color=#137D90><Icon=IconProtector|30|30|0.5/>Shield</color> for every {0} <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> owned. <color=#E7D09A>Unique Effect</color>.	When using an [Active Skill], gains {1} <color=#137D90><Icon=IconProtectorBlack|30|30|0.5/>Shield</color> based on <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color> owned.	1025513	20	15			1500	1	26	29	4		0	0	0
