Id	SkillKey	Name	Desc	ShortDesc	DescParams[1]	DescParams[2]	DescParams[3]	DescParams[4]	DescParams[5]	DescParams[6]	Icon	ComboList[1]	ComboList[2]	ComboList[3]	ComboList[4]	BuildTags[1]	BuildTags[2]	Level	Magics[1]	Type	SaveScore	Character	BuyPrice	SellPrice	CostTL	CSMag	TLDam	Quality	KeyWordIds[1]	KeyWordIds[2]	KeyWordIds[3]	IsOutPool	IsOutWiki	WikiPriority
10251042	1025104	Flamebreath	For every {0} stacks of <color=#9B8015><Icon=IconBurning|30|30|0.5/>Burn</color> on the enemy, inflicts {1} additional stacks of <color=#9B8015><Icon=IconBurning|30|30|0.5/>Burn</color>, up to {2} stacks.	Deals DMG and inflicts additional <color=#B96716><Icon=IconBurningBlack|30|30|0.5/>Burn</color> based on the number of stacks of <color=#B96716><Icon=IconBurningBlack|30|30|0.5/>Burn</color> on the enemy.	3	1	4				Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon17.png	1025104				12		2	10251040	1	3000	3	40	20	20	15000	1	2					0	0
10251043	1025104	Flamebreath	For every {0} stacks of <color=#9B8015><Icon=IconBurning|30|30|0.5/>Burn</color> on the enemy, inflicts {1} additional stacks of <color=#9B8015><Icon=IconBurning|30|30|0.5/>Burn</color>, up to {2} stacks.	Deals DMG and inflicts additional <color=#B96716><Icon=IconBurningBlack|30|30|0.5/>Burn</color> based on the number of stacks of <color=#B96716><Icon=IconBurningBlack|30|30|0.5/>Burn</color> on the enemy.	3	1	5				Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon17.png	1025104				12		3	10251040	1	4000	3	80	40	20	18000	1	2					0	0
10251051	1025105	Emberlands	Creates a burning zone for {0}s, inflicting {1} stacks of <color=#9B8015><Icon=IconBurning|30|30|0.5/>Burn</color> on enemies inside every second.	Deals DMG and creates a burning zone, inflicting <color=#B96716><Icon=IconBurningBlack|30|30|0.5/>Burn</color> every second.	4	1					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon32.png	1025105				12		1	10251050	1	2000	3	20	10	20	10000	1	2					0	0
10251052	1025105	Emberlands	Creates a burning zone for {0}s, inflicting {1} stacks of <color=#9B8015><Icon=IconBurning|30|30|0.5/>Burn</color> on enemies inside every second.	Deals DMG and creates a burning zone, inflicting <color=#B96716><Icon=IconBurningBlack|30|30|0.5/>Burn</color> every second.	4	1					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon32.png	1025105				12		2	10251050	1	3000	3	40	20	20	12500	1	2					0	0
10251053	1025105	Emberlands	Creates a burning zone for {0}s, inflicting {1} stacks of <color=#9B8015><Icon=IconBurning|30|30|0.5/>Burn</color> on enemies inside every second.	Deals DMG and creates a burning zone, inflicting <color=#B96716><Icon=IconBurningBlack|30|30|0.5/>Burn</color> every second.	4	1					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon32.png	1025105				12		3	10251050	1	4000	3	80	40	20	15000	1	2					0	0
10251061	1025106	Sharp Cavalry	When using this skill for the first {0} times, gains {1} stacks of <color=#B96716><<Icon=IconCrit|30|30|0.5/>CRIT></color>.	Deals DMG. Gains <color=#B96716><<Icon=IconCritBlack|30|30|0.5/>CRIT></color> on the first 2 uses.	2	1					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon11.png	1025106				16		1	10251060	1	2000	3	20	10	20	12000	1	2					0	0
10251062	1025106	Sharp Cavalry	When using this skill for the first {0} times, gains {1} stacks of <color=#B96716><<Icon=IconCrit|30|30|0.5/>CRIT></color>.	Deals DMG. Gains <color=#B96716><<Icon=IconCritBlack|30|30|0.5/>CRIT></color> on the first 2 uses.	2	1					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon11.png	1025106				16		2	10251060	1	3000	3	40	20	20	15000	1	2					0	0
10251063	1025106	Sharp Cavalry	When using this skill for the first {0} times, gains {1} stacks of <color=#B96716><<Icon=IconCrit|30|30|0.5/>CRIT></color>.	Deals DMG. Gains <color=#B96716><<Icon=IconCritBlack|30|30|0.5/>CRIT></color> on the first 2 uses.	2	1					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon11.png	1025106				16		3	10251060	1	4000	3	80	40	20	18000	1	2					0	0
10251071	1025107	Piercing Drive	When <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> > {0} (Current: {Attr:5}), reduces enemy's <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> by {1} additionally.	Deals DMG and reduces enemy's <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color> based on <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color>.	500	15					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon19.png	1025107						1	10251070	1	2000	3	20	10	25	24000	1	2					0	0
10251072	1025107	Piercing Drive	When <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> > {0} (Current: {Attr:5}), reduces enemy's <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> by {1} additionally.	Deals DMG and reduces enemy's <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color> based on <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color>.	500	15					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon19.png	1025107						2	10251070	1	3000	3	40	20	25	30000	1	2					0	0
10251073	1025107	Piercing Drive	When <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> > {0} (Current: {Attr:5}), reduces enemy's <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> by {1} additionally.	Deals DMG and reduces enemy's <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color> based on <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color>.	500	15					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon19.png	1025107						3	10251070	1	4000	3	80	40	25	37500	1	2					0	0
10251081	1025108	Mutual Destruction	Reduces both sides' <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> by {0}.\n\nInflicts <color=#487F3B><Icon=IconHitFly|30|30|0.5/>Knockback</color>.	Deals DMG, inflicts <color=#487F3B><Icon=IconHitFlyBlack|30|30|0.5/>Knockback</color>, and reduces both sides' <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>.	20						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon30.png	1025108				13		1	10251080	1	2000	3	20	10	25	15000	1	2					0	0
10251082	1025108	Mutual Destruction	Reduces both sides' <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> by {0}.\n\nInflicts <color=#487F3B><Icon=IconHitFly|30|30|0.5/>Knockback</color>.	Deals DMG, inflicts <color=#487F3B><Icon=IconHitFlyBlack|30|30|0.5/>Knockback</color>, and reduces both sides' <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>.	20						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon30.png	1025108				13		2	10251080	1	3000	3	40	20	25	18000	1	2					0	0
10251083	1025108	Mutual Destruction	Reduces both sides' <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> by {0}.\n\nInflicts <color=#487F3B><Icon=IconHitFly|30|30|0.5/>Knockback</color>.	Deals DMG, inflicts <color=#487F3B><Icon=IconHitFlyBlack|30|30|0.5/>Knockback</color>, and reduces both sides' <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>.	20						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon30.png	1025108				13		3	10251080	1	4000	3	80	40	25	21000	1	2					0	0
10251091	1025109	Interception	Reduces enemy's <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> by {0}.\n\nConsumes {1} <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> and gains {2} stacks of <color=#B96716><<Icon=IconCrit|30|30|0.5/>CRIT></color>.	Deals DMG, reduces enemy's <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color>, and consumes <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color> to gain <color=#B96716><<Icon=IconCritBlack|30|30|0.5/>CRIT></color>.	10	30	1				Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon23.png	1025109				16		1	10251090	1	2000	3	20	10	20	13500	1	2					0	0
10251092	1025109	Interception	Reduces enemy's <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> by {0}.\n\nConsumes {1} <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> and gains {2} stacks of <color=#B96716><<Icon=IconCrit|30|30|0.5/>CRIT></color>.	Deals DMG, reduces enemy's <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color>, and consumes <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color> to gain <color=#B96716><<Icon=IconCritBlack|30|30|0.5/>CRIT></color>.	10	20	1				Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon23.png	1025109				16		2	10251090	1	3000	3	40	20	20	16500	1	2					0	0
10251093	1025109	Interception	Reduces enemy's <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> by {0}.\n\nConsumes {1} <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> and gains {2} stacks of <color=#B96716><<Icon=IconCrit|30|30|0.5/>CRIT></color>.	Deals DMG, reduces enemy's <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color>, and consumes <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color> to gain <color=#B96716><<Icon=IconCritBlack|30|30|0.5/>CRIT></color>.	10	10	1				Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon23.png	1025109				16		3	10251090	1	4000	3	80	40	20	19500	1	2					0	0
10251101	1025110	Siphon Strike	Increases <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> by {0}.\n\nIncreases <color=#9B8015><Icon=IconAttack|30|30|0.5/>Attack</color> by {1}.	Deals DMG and increases <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color> and <color=#9B8015><Icon=IconAttackBlack|30|30|0.5/>Attack</color>.	10	15					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon07.png	1025110						1	10251100	1	2000	3	20	10	30	20000	1	2					0	0
10251102	1025110	Siphon Strike	Increases <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> by {0}.\n\nIncreases <color=#9B8015><Icon=IconAttack|30|30|0.5/>Attack</color> by {1}.	Deals DMG and increases <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color> and <color=#9B8015><Icon=IconAttackBlack|30|30|0.5/>Attack</color>.	10	25					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon07.png	1025110						2	10251100	1	3000	3	40	20	30	25000	1	2					0	0
10251103	1025110	Siphon Strike	Increases <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> by {0}.\n\nIncreases <color=#9B8015><Icon=IconAttack|30|30|0.5/>Attack</color> by {1}.	Deals DMG and increases <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color> and <color=#9B8015><Icon=IconAttackBlack|30|30|0.5/>Attack</color>.	10	35					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon07.png	1025110						3	10251100	1	4000	3	80	40	30	30000	1	2					0	0
10251111	1025111	Bulwark	When <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> > {0} (Current: {Attr:3}), gains {1} stacks of <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color> additionally.	Deals DMG and gains <color=#516797><<Icon=IconBlockBlack|30|30|0.5/>Block></color> based on <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>.	120	1					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon27.png	1025111				18		1	10251110	1	2000	3	20	10	25	18000	1	2					0	0
10251112	1025111	Bulwark	When <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> > {0} (Current: {Attr:3}), gains {1} stacks of <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color> additionally.	Deals DMG and gains <color=#516797><<Icon=IconBlockBlack|30|30|0.5/>Block></color> based on <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>.	120	1					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon27.png	1025111				18		2	10251110	1	3000	3	40	20	25	22500	1	2					0	0
10251113	1025111	Bulwark	When <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> > {0} (Current: {Attr:3}), gains {1} stacks of <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color> additionally.	Deals DMG and gains <color=#516797><<Icon=IconBlockBlack|30|30|0.5/>Block></color> based on <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>.	120	1					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon27.png	1025111				18		3	10251110	1	4000	3	80	40	25	27000	1	2					0	0
10251121	1025112	Swift Strike	Recovers {0} <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color>.\n\nAlso inflicts <color=#487F3B><Icon=IconHitFly|30|30|0.5/>Knockback</color> if this skill is a <color=#B96716><Icon=IconCrit|30|30|0.5/>CRIT</color>.	Deals DMG and restores <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>. Also inflicts <color=#487F3B><Icon=IconHitFlyBlack|30|30|0.5/>Knockback</color> on <color=#B96716><Icon=IconCritBlack|30|30|0.5/>CRIT</color>.	10						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon22.png	1025112				13	16	1	10251120	1	2000	3	20	10	20	12000	1	2					0	0
10251122	1025112	Swift Strike	Recovers {0} <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color>.\n\nAlso inflicts <color=#487F3B><Icon=IconHitFly|30|30|0.5/>Knockback</color> if this skill is a <color=#B96716><Icon=IconCrit|30|30|0.5/>CRIT</color>.	Deals DMG and restores <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>. Also inflicts <color=#487F3B><Icon=IconHitFlyBlack|30|30|0.5/>Knockback</color> on <color=#B96716><Icon=IconCritBlack|30|30|0.5/>CRIT</color>.	10						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon22.png	1025112				13	16	2	10251120	1	3000	3	40	20	20	15000	1	2					0	0
10251123	1025112	Swift Strike	Recovers {0} <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color>.\n\nAlso inflicts <color=#487F3B><Icon=IconHitFly|30|30|0.5/>Knockback</color> if this skill is a <color=#B96716><Icon=IconCrit|30|30|0.5/>CRIT</color>.	Deals DMG and restores <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>. Also inflicts <color=#487F3B><Icon=IconHitFlyBlack|30|30|0.5/>Knockback</color> on <color=#B96716><Icon=IconCritBlack|30|30|0.5/>CRIT</color>.	10						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon22.png	1025112				13	16	3	10251120	1	4000	3	80	40	20	18000	1	2					0	0
10252011	1025201	Blazing Gale	<b><color=#E7D09A>When inflicting </color><color=#487F3B><Icon=IconHitFly|30|30|0.5/>Knockback</color><color=#E7D09A>:</color></b>\n\nInflicts {0} stacks of <color=#9B8015><Icon=IconBurning|30|30|0.5/>Burn</color>.	When inflicting <color=#487F3B><Icon=IconHitFlyBlack|30|30|0.5/>Knockback</color>, deals DMG and inflicts <color=#B96716><Icon=IconBurningBlack|30|30|0.5/>Burn</color>.	1						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon47.png	1025201	1025202			12	13	1	10252010	4	3000	3	40	20		5000	1	3					0	0
10252012	1025201	Blazing Gale	<b><color=#E7D09A>When inflicting </color><color=#487F3B><Icon=IconHitFly|30|30|0.5/>Knockback</color><color=#E7D09A>:</color></b>\n\nInflicts {0} stacks of <color=#9B8015><Icon=IconBurning|30|30|0.5/>Burn</color>.	When inflicting <color=#487F3B><Icon=IconHitFlyBlack|30|30|0.5/>Knockback</color>, deals DMG and inflicts <color=#B96716><Icon=IconBurningBlack|30|30|0.5/>Burn</color>.	1						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon47.png	1025201	1025202			12	13	2	10252010	4	4500	3	80	40		6500	1	3					0	0
10252013	1025201	Blazing Gale	<b><color=#E7D09A>When inflicting </color><color=#487F3B><Icon=IconHitFly|30|30|0.5/>Knockback</color><color=#E7D09A>:</color></b>\n\nInflicts {0} stacks of <color=#9B8015><Icon=IconBurning|30|30|0.5/>Burn</color>.	When inflicting <color=#487F3B><Icon=IconHitFlyBlack|30|30|0.5/>Knockback</color>, deals DMG and inflicts <color=#B96716><Icon=IconBurningBlack|30|30|0.5/>Burn</color>.	1						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon47.png	1025201	1025202			12	13	3	10252010	4	6000	3	160	80		8000	1	3					0	0
10252021	1025202	Immolate	<b><color=#E7D09A>When an enemy is inflicted with {0} </color><color=#9B8015><Icon=IconBurning|30|30|0.5/>Burn</color><color=#E7D09A> stacks for the first time:</color></b>\n\nAll skills will <color=#B96716><Icon=IconCrit|30|30|0.5/>CRIT</color> for the rest of this battle.	When an enemy is inflicted with a certain number of <color=#B96716><Icon=IconBurningBlack|30|30|0.5/>Burn</color> stacks, deals DMG, and subsequent skills will <color=#B96716><Icon=IconCritBlack|30|30|0.5/>CRIT</color>.	15						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon18.png	1025203	1025204			12	16	1	10252020	4	3000	3	40	20		30000	1	3					0	0
10252022	1025202	Immolate	<b><color=#E7D09A>When an enemy is inflicted with {0} </color><color=#9B8015><Icon=IconBurning|30|30|0.5/>Burn</color><color=#E7D09A> stacks for the first time:</color></b>\n\nAll skills will <color=#B96716><Icon=IconCrit|30|30|0.5/>CRIT</color> for the rest of this battle.	When an enemy is inflicted with a certain number of <color=#B96716><Icon=IconBurningBlack|30|30|0.5/>Burn</color> stacks, deals DMG, and subsequent skills will <color=#B96716><Icon=IconCritBlack|30|30|0.5/>CRIT</color>.	15						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon18.png	1025203	1025204			12	16	2	10252020	4	4500	3	80	40		40000	1	3					0	0
10252023	1025202	Immolate	<b><color=#E7D09A>When an enemy is inflicted with {0} </color><color=#9B8015><Icon=IconBurning|30|30|0.5/>Burn</color><color=#E7D09A> stacks for the first time:</color></b>\n\nAll skills will <color=#B96716><Icon=IconCrit|30|30|0.5/>CRIT</color> for the rest of this battle.	When an enemy is inflicted with a certain number of <color=#B96716><Icon=IconBurningBlack|30|30|0.5/>Burn</color> stacks, deals DMG, and subsequent skills will <color=#B96716><Icon=IconCritBlack|30|30|0.5/>CRIT</color>.	15						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon18.png	1025203	1025204			12	16	3	10252020	4	6000	3	160	80		50000	1	3					0	0
